PUF_Type,Attack_Type,Temperature,Voltage,Accuracy
Interpose PUF,Least Squares Regression,40,2.0,0.545
Interpose PUF,Least Squares Regression,40,2.1,0.5475
Interpose PUF,Least Squares Regression,40,2.2,0.5555
Interpose PUF,Least Squares Regression,40,2.3,0.559
Interpose PUF,Least Squares Regression,40,2.4,0.56
Interpose PUF,Least Squares Regression,40,2.5,0.566
Interpose PUF,Least Squares Regression,40,2.6,0.5665
Interpose PUF,Least Squares Regression,40,2.7,0.573
Interpose PUF,Least Squares Regression,40,2.8,0.5765
Interpose PUF,Least Squares Regression,40,2.9,0.579
Interpose PUF,Least Squares Regression,50,0.8,0.518
Interpose PUF,Least Squares Regression,50,0.9,0.5195
Interpose PUF,Least Squares Regression,50,1.0,0.5185
Interpose PUF,Least Squares Regression,50,1.1,0.5185
Interpose PUF,Least Squares Regression,50,1.2,0.522
Interpose PUF,Least Squares Regression,50,1.3,0.527
Interpose PUF,Least Squares Regression,50,1.4,0.5285
Interpose PUF,Least Squares Regression,50,1.5,0.5315
Interpose PUF,Least Squares Regression,50,1.6,0.536
Interpose PUF,Least Squares Regression,50,1.7,0.5355
Interpose PUF,Least Squares Regression,50,1.8,0.5345
Interpose PUF,Least Squares Regression,50,1.9,0.54
Interpose PUF,Least Squares Regression,50,2.0,0.5445
Interpose PUF,Least Squares Regression,50,2.1,0.545
Interpose PUF,Least Squares Regression,50,2.2,0.5495
Interpose PUF,Least Squares Regression,50,2.3,0.557
Interpose PUF,Least Squares Regression,50,2.4,0.559
Interpose PUF,Least Squares Regression,50,2.5,0.5595
Interpose PUF,Least Squares Regression,50,2.6,0.566
Interpose PUF,Least Squares Regression,50,2.7,0.5665
Interpose PUF,Least Squares Regression,50,2.8,0.573
Interpose PUF,Least Squares Regression,50,2.9,0.5765
Interpose PUF,Least Squares Regression,60,0.8,0.517
Interpose PUF,Least Squares Regression,60,0.9,0.5195
Interpose PUF,Least Squares Regression,60,1.0,0.519
Interpose PUF,Least Squares Regression,60,1.1,0.519
Interpose PUF,Least Squares Regression,60,1.2,0.5225
Interpose PUF,Least Squares Regression,60,1.3,0.523
Interpose PUF,Least Squares Regression,60,1.4,0.5275
Interpose PUF,Least Squares Regression,60,1.5,0.53
Interpose PUF,Least Squares Regression,60,1.6,0.532
Interpose PUF,Least Squares Regression,60,1.7,0.5365
Interpose PUF,Least Squares Regression,60,1.8,0.5345
Interpose PUF,Least Squares Regression,60,1.9,0.5375
Interpose PUF,Least Squares Regression,60,2.0,0.5425
Interpose PUF,Least Squares Regression,60,2.1,0.5435
Interpose PUF,Least Squares Regression,60,2.2,0.5455
Interpose PUF,Least Squares Regression,60,2.3,0.55
Interpose PUF,Least Squares Regression,60,2.4,0.558
Interpose PUF,Least Squares Regression,60,2.5,0.5585
Interpose PUF,Least Squares Regression,60,2.6,0.56
Interpose PUF,Least Squares Regression,60,2.7,0.566
Interpose PUF,Least Squares Regression,60,2.8,0.5665
Interpose PUF,Least Squares Regression,60,2.9,0.573
Interpose PUF,Least Squares Regression,70,0.8,0.5145
Interpose PUF,Least Squares Regression,70,0.9,0.518
Interpose PUF,Least Squares Regression,70,1.0,0.519
Interpose PUF,Least Squares Regression,70,1.1,0.518
Interpose PUF,Least Squares Regression,70,1.2,0.519
Interpose PUF,Least Squares Regression,70,1.3,0.522
Interpose PUF,Least Squares Regression,70,1.4,0.527
Interpose PUF,Least Squares Regression,70,1.5,0.529
Interpose PUF,Least Squares Regression,70,1.6,0.5305
Interpose PUF,Least Squares Regression,70,1.7,0.5355
Interpose PUF,Least Squares Regression,70,1.8,0.5355
Interpose PUF,Least Squares Regression,70,1.9,0.5335
Interpose PUF,Least Squares Regression,70,2.0,0.538
Interpose PUF,Least Squares Regression,70,2.1,0.5425
Interpose PUF,Least Squares Regression,70,2.2,0.546
Interpose PUF,Least Squares Regression,70,2.3,0.545
Interpose PUF,Least Squares Regression,70,2.4,0.5505
Interpose PUF,Least Squares Regression,70,2.5,0.559
Interpose PUF,Least Squares Regression,70,2.6,0.5585
Interpose PUF,Least Squares Regression,70,2.7,0.56
Interpose PUF,Least Squares Regression,70,2.8,0.566
Interpose PUF,Least Squares Regression,70,2.9,0.567
Interpose PUF,Least Squares Regression,80,0.8,0.513
Interpose PUF,Least Squares Regression,80,0.9,0.5185
Interpose PUF,Least Squares Regression,80,1.0,0.5195
Interpose PUF,Least Squares Regression,80,1.1,0.519
Interpose PUF,Least Squares Regression,80,1.2,0.5185
Interpose PUF,Least Squares Regression,80,1.3,0.5215
Interpose PUF,Least Squares Regression,80,1.4,0.523
Interpose PUF,Least Squares Regression,80,1.5,0.527
Interpose PUF,Least Squares Regression,80,1.6,0.5295
Interpose PUF,Least Squares Regression,80,1.7,0.532
Interpose PUF,Least Squares Regression,80,1.8,0.536
Interpose PUF,Least Squares Regression,80,1.9,0.5355
Interpose PUF,Least Squares Regression,80,2.0,0.535
Interpose PUF,Least Squares Regression,80,2.1,0.539
Interpose PUF,Least Squares Regression,80,2.2,0.543
Interpose PUF,Least Squares Regression,80,2.3,0.5455
Interpose PUF,Least Squares Regression,80,2.4,0.546
Interpose PUF,Least Squares Regression,80,2.5,0.5505
Interpose PUF,Least Squares Regression,80,2.6,0.5605
Interpose PUF,Least Squares Regression,80,2.7,0.559
Interpose PUF,Least Squares Regression,80,2.8,0.5605
Interpose PUF,Least Squares Regression,80,2.9,0.566
Interpose PUF,Least Squares Regression,90,0.8,0.5125
Interpose PUF,Least Squares Regression,90,0.9,0.517
Interpose PUF,Least Squares Regression,90,1.0,0.5195
Interpose PUF,Least Squares Regression,90,1.1,0.5195
Interpose PUF,Least Squares Regression,90,1.2,0.5185
Interpose PUF,Least Squares Regression,90,1.3,0.5195
Interpose PUF,Least Squares Regression,90,1.4,0.522
Interpose PUF,Least Squares Regression,90,1.5,0.527
Interpose PUF,Least Squares Regression,90,1.6,0.5275
Interpose PUF,Least Squares Regression,90,1.7,0.5295
Interpose PUF,Least Squares Regression,90,1.8,0.5345
Interpose PUF,Least Squares Regression,90,1.9,0.5365
Interpose PUF,Least Squares Regression,90,2.0,0.5345
Interpose PUF,Least Squares Regression,90,2.1,0.535
Interpose PUF,Least Squares Regression,90,2.2,0.54
Interpose PUF,Least Squares Regression,90,2.3,0.544
Interpose PUF,Least Squares Regression,90,2.4,0.5455
Interpose PUF,Least Squares Regression,90,2.5,0.548
Interpose PUF,Least Squares Regression,90,2.6,0.552
Interpose PUF,Least Squares Regression,90,2.7,0.5605
Interpose PUF,Least Squares Regression,90,2.8,0.559
Interpose PUF,Least Squares Regression,90,2.9,0.5605
Interpose PUF,Least Squares Regression,100,0.8,0.5125
Interpose PUF,Least Squares Regression,100,0.9,0.5145
Interpose PUF,Least Squares Regression,100,1.0,0.518
Interpose PUF,Least Squares Regression,100,1.1,0.519
Interpose PUF,Least Squares Regression,100,1.2,0.518
Interpose PUF,Least Squares Regression,100,1.3,0.519
Interpose PUF,Least Squares Regression,100,1.4,0.5215
Interpose PUF,Least Squares Regression,100,1.5,0.523
Interpose PUF,Least Squares Regression,100,1.6,0.527
Interpose PUF,Least Squares Regression,100,1.7,0.529
Interpose PUF,Least Squares Regression,100,1.8,0.5315
Interpose PUF,Least Squares Regression,100,1.9,0.536
Interpose PUF,Least Squares Regression,100,2.0,0.5355
Interpose PUF,Least Squares Regression,100,2.1,0.5335
Interpose PUF,Least Squares Regression,100,2.2,0.5375
Interpose PUF,Least Squares Regression,100,2.3,0.5425
Interpose PUF,Least Squares Regression,100,2.4,0.5445
Interpose PUF,Least Squares Regression,100,2.5,0.5455
Interpose PUF,Least Squares Regression,100,2.6,0.548
Interpose PUF,Least Squares Regression,100,2.7,0.5535
Interpose PUF,Least Squares Regression,100,2.8,0.5605
Interpose PUF,Least Squares Regression,100,2.9,0.558
Interpose PUF,Least Squares Regression,110,0.8,0.511
Interpose PUF,Least Squares Regression,110,0.9,0.514
Interpose PUF,Least Squares Regression,110,1.0,0.5185
Interpose PUF,Least Squares Regression,110,1.1,0.5195
Interpose PUF,Least Squares Regression,110,1.2,0.5185
Interpose PUF,Least Squares Regression,110,1.3,0.519
Interpose PUF,Least Squares Regression,110,1.4,0.5195
Interpose PUF,Least Squares Regression,110,1.5,0.522
Interpose PUF,Least Squares Regression,110,1.6,0.527
Interpose PUF,Least Squares Regression,110,1.7,0.5285
Interpose PUF,Least Squares Regression,110,1.8,0.529
Interpose PUF,Least Squares Regression,110,1.9,0.5315
Interpose PUF,Least Squares Regression,110,2.0,0.536
Interpose PUF,Least Squares Regression,110,2.1,0.536
Interpose PUF,Least Squares Regression,110,2.2,0.5335
Interpose PUF,Least Squares Regression,110,2.3,0.538
Interpose PUF,Least Squares Regression,110,2.4,0.5425
Interpose PUF,Least Squares Regression,110,2.5,0.5435
Interpose PUF,Least Squares Regression,110,2.6,0.545
Interpose PUF,Least Squares Regression,110,2.7,0.5475
Interpose PUF,Least Squares Regression,110,2.8,0.5555
Interpose PUF,Least Squares Regression,110,2.9,0.56
Interpose PUF,Least Squares Regression,120,0.8,0.511
Interpose PUF,Least Squares Regression,120,0.9,0.513
Interpose PUF,Least Squares Regression,120,1.0,0.517
Interpose PUF,Least Squares Regression,120,1.1,0.5195
Interpose PUF,Least Squares Regression,120,1.2,0.519
Interpose PUF,Least Squares Regression,120,1.3,0.518
Interpose PUF,Least Squares Regression,120,1.4,0.519
Interpose PUF,Least Squares Regression,120,1.5,0.521
Interpose PUF,Least Squares Regression,120,1.6,0.523
Interpose PUF,Least Squares Regression,120,1.7,0.527
Interpose PUF,Least Squares Regression,120,1.8,0.5285
Interpose PUF,Least Squares Regression,120,1.9,0.5305
Interpose PUF,Least Squares Regression,120,2.0,0.535
Interpose PUF,Least Squares Regression,120,2.1,0.5365
Interpose PUF,Least Squares Regression,120,2.2,0.535
Interpose PUF,Least Squares Regression,120,2.3,0.5345
Interpose PUF,Least Squares Regression,120,2.4,0.539
Interpose PUF,Least Squares Regression,120,2.5,0.5435
Interpose PUF,Least Squares Regression,120,2.6,0.5445
Interpose PUF,Least Squares Regression,120,2.7,0.5455
Interpose PUF,Least Squares Regression,120,2.8,0.5485
Interpose PUF,Least Squares Regression,120,2.9,0.5555
Interpose PUF,Least Squares Regression,130,0.8,0.5095
Interpose PUF,Least Squares Regression,130,0.9,0.513
Interpose PUF,Least Squares Regression,130,1.0,0.5145
Interpose PUF,Least Squares Regression,130,1.1,0.5175
Interpose PUF,Least Squares Regression,130,1.2,0.519
Interpose PUF,Least Squares Regression,130,1.3,0.519
Interpose PUF,Least Squares Regression,130,1.4,0.5185
Interpose PUF,Least Squares Regression,130,1.5,0.52
Interpose PUF,Least Squares Regression,130,1.6,0.522
Interpose PUF,Least Squares Regression,130,1.7,0.527
Interpose PUF,Least Squares Regression,130,1.8,0.5285
Interpose PUF,Least Squares Regression,130,1.9,0.5295
Interpose PUF,Least Squares Regression,130,2.0,0.532
Interpose PUF,Least Squares Regression,130,2.1,0.5365
Interpose PUF,Least Squares Regression,130,2.2,0.5355
Interpose PUF,Least Squares Regression,130,2.3,0.5345
Interpose PUF,Least Squares Regression,130,2.4,0.536
Interpose PUF,Least Squares Regression,130,2.5,0.54
Interpose PUF,Least Squares Regression,130,2.6,0.543
Interpose PUF,Least Squares Regression,130,2.7,0.5465
Interpose PUF,Least Squares Regression,130,2.8,0.545
Interpose PUF,Least Squares Regression,130,2.9,0.5495
Interpose PUF,Least Squares Regression,140,0.8,0.51
Interpose PUF,Least Squares Regression,140,0.9,0.5125
Interpose PUF,Least Squares Regression,140,1.0,0.514
Interpose PUF,Least Squares Regression,140,1.1,0.5185
Interpose PUF,Least Squares Regression,140,1.2,0.5195
Interpose PUF,Least Squares Regression,140,1.3,0.519
Interpose PUF,Least Squares Regression,140,1.4,0.519
Interpose PUF,Least Squares Regression,140,1.5,0.519
Interpose PUF,Least Squares Regression,140,1.6,0.5215
Interpose PUF,Least Squares Regression,140,1.7,0.523
Interpose PUF,Least Squares Regression,140,1.8,0.5265
Interpose PUF,Least Squares Regression,140,1.9,0.5285
Interpose PUF,Least Squares Regression,140,2.0,0.5295
Interpose PUF,Least Squares Regression,140,2.1,0.5325
Interpose PUF,Least Squares Regression,140,2.2,0.5365
Interpose PUF,Least Squares Regression,140,2.3,0.5365
Interpose PUF,Least Squares Regression,140,2.4,0.5335
Interpose PUF,Least Squares Regression,140,2.5,0.5375
Interpose PUF,Least Squares Regression,140,2.6,0.541
Interpose PUF,Least Squares Regression,140,2.7,0.544
Interpose PUF,Least Squares Regression,140,2.8,0.5455
Interpose PUF,Least Squares Regression,140,2.9,0.545
