PUF_Type,Attack_Type,Temperature,Voltage,Accuracy
Feed-Forward Arbiter,Logistic regression Attack,100,2.8,0.832
Feed-Forward Arbiter,Logistic regression Attack,100,2.9,0.8335
Feed-Forward Arbiter,Logistic regression Attack,110,0.8,0.8285
Feed-Forward Arbiter,Logistic regression Attack,110,0.9,0.8285
Feed-Forward Arbiter,Logistic regression Attack,110,1.0,0.8285
Feed-Forward Arbiter,Logistic regression Attack,110,1.1,0.829
Feed-Forward Arbiter,Logistic regression Attack,110,1.2,0.8305
Feed-Forward Arbiter,Logistic regression Attack,110,1.3,0.8295
Feed-Forward Arbiter,Logistic regression Attack,110,1.4,0.8295
Feed-Forward Arbiter,Logistic regression Attack,110,1.5,0.8275
Feed-Forward Arbiter,Logistic regression Attack,110,1.6,0.828
Feed-Forward Arbiter,Logistic regression Attack,110,1.7,0.8285
Feed-Forward Arbiter,Logistic regression Attack,110,1.8,0.828
Feed-Forward Arbiter,Logistic regression Attack,110,1.9,0.8285
Feed-Forward Arbiter,Logistic regression Attack,110,2.0,0.828
Feed-Forward Arbiter,Logistic regression Attack,110,2.1,0.8285
Feed-Forward Arbiter,Logistic regression Attack,110,2.2,0.8275
Feed-Forward Arbiter,Logistic regression Attack,110,2.3,0.829
Feed-Forward Arbiter,Logistic regression Attack,110,2.4,0.8295
Feed-Forward Arbiter,Logistic regression Attack,110,2.5,0.831
Feed-Forward Arbiter,Logistic regression Attack,110,2.6,0.8315
Feed-Forward Arbiter,Logistic regression Attack,110,2.7,0.83
Feed-Forward Arbiter,Logistic regression Attack,110,2.8,0.8325
Feed-Forward Arbiter,Logistic regression Attack,110,2.9,0.8325
Feed-Forward Arbiter,Logistic regression Attack,120,0.8,0.8285
Feed-Forward Arbiter,Logistic regression Attack,120,0.9,0.8285
Feed-Forward Arbiter,Logistic regression Attack,120,1.0,0.8285
Feed-Forward Arbiter,Logistic regression Attack,120,1.1,0.8295
Feed-Forward Arbiter,Logistic regression Attack,120,1.2,0.83
Feed-Forward Arbiter,Logistic regression Attack,120,1.3,0.83
Feed-Forward Arbiter,Logistic regression Attack,120,1.4,0.8295
Feed-Forward Arbiter,Logistic regression Attack,120,1.5,0.8285
Feed-Forward Arbiter,Logistic regression Attack,120,1.6,0.828
Feed-Forward Arbiter,Logistic regression Attack,120,1.7,0.829
Feed-Forward Arbiter,Logistic regression Attack,120,1.8,0.829
Feed-Forward Arbiter,Logistic regression Attack,120,1.9,0.8285
Feed-Forward Arbiter,Logistic regression Attack,120,2.0,0.828
Feed-Forward Arbiter,Logistic regression Attack,120,2.1,0.829
Feed-Forward Arbiter,Logistic regression Attack,120,2.2,0.8285
Feed-Forward Arbiter,Logistic regression Attack,120,2.3,0.8275
Feed-Forward Arbiter,Logistic regression Attack,120,2.4,0.829
Feed-Forward Arbiter,Logistic regression Attack,120,2.5,0.8295
Feed-Forward Arbiter,Logistic regression Attack,120,2.6,0.831
Feed-Forward Arbiter,Logistic regression Attack,120,2.7,0.8305
Feed-Forward Arbiter,Logistic regression Attack,120,2.8,0.83
Feed-Forward Arbiter,Logistic regression Attack,120,2.9,0.832
Feed-Forward Arbiter,Logistic regression Attack,130,0.8,0.829
Feed-Forward Arbiter,Logistic regression Attack,130,0.9,0.8285
Feed-Forward Arbiter,Logistic regression Attack,130,1.0,0.8285
Feed-Forward Arbiter,Logistic regression Attack,130,1.1,0.829
Feed-Forward Arbiter,Logistic regression Attack,130,1.2,0.8295
Feed-Forward Arbiter,Logistic regression Attack,130,1.3,0.8305
Feed-Forward Arbiter,Logistic regression Attack,130,1.4,0.83
Feed-Forward Arbiter,Logistic regression Attack,130,1.5,0.829
Feed-Forward Arbiter,Logistic regression Attack,130,1.6,0.8275
Feed-Forward Arbiter,Logistic regression Attack,130,1.7,0.828
Feed-Forward Arbiter,Logistic regression Attack,130,1.8,0.8285
Feed-Forward Arbiter,Logistic regression Attack,130,1.9,0.8285
Feed-Forward Arbiter,Logistic regression Attack,130,2.0,0.8285
Feed-Forward Arbiter,Logistic regression Attack,130,2.1,0.8275
Feed-Forward Arbiter,Logistic regression Attack,130,2.2,0.829
Feed-Forward Arbiter,Logistic regression Attack,130,2.3,0.828
Feed-Forward Arbiter,Logistic regression Attack,130,2.4,0.8285
Feed-Forward Arbiter,Logistic regression Attack,130,2.5,0.829
Feed-Forward Arbiter,Logistic regression Attack,130,2.6,0.83
Feed-Forward Arbiter,Logistic regression Attack,130,2.7,0.831
Feed-Forward Arbiter,Logistic regression Attack,130,2.8,0.8305
Feed-Forward Arbiter,Logistic regression Attack,130,2.9,0.83
Feed-Forward Arbiter,Logistic regression Attack,140,0.8,0.829
Feed-Forward Arbiter,Logistic regression Attack,140,0.9,0.8285
Feed-Forward Arbiter,Logistic regression Attack,140,1.0,0.8285
Feed-Forward Arbiter,Logistic regression Attack,140,1.1,0.828
Feed-Forward Arbiter,Logistic regression Attack,140,1.2,0.829
Feed-Forward Arbiter,Logistic regression Attack,140,1.3,0.8305
Feed-Forward Arbiter,Logistic regression Attack,140,1.4,0.83
Feed-Forward Arbiter,Logistic regression Attack,140,1.5,0.8295
Feed-Forward Arbiter,Logistic regression Attack,140,1.6,0.828
Feed-Forward Arbiter,Logistic regression Attack,140,1.7,0.828
Feed-Forward Arbiter,Logistic regression Attack,140,1.8,0.8285
Feed-Forward Arbiter,Logistic regression Attack,140,1.9,0.829
Feed-Forward Arbiter,Logistic regression Attack,140,2.0,0.828
Feed-Forward Arbiter,Logistic regression Attack,140,2.1,0.8285
Feed-Forward Arbiter,Logistic regression Attack,140,2.2,0.828
Feed-Forward Arbiter,Logistic regression Attack,140,2.3,0.8285
Feed-Forward Arbiter,Logistic regression Attack,140,2.4,0.828
Feed-Forward Arbiter,Logistic regression Attack,140,2.5,0.829
Feed-Forward Arbiter,Logistic regression Attack,140,2.6,0.829
Feed-Forward Arbiter,Logistic regression Attack,140,2.7,0.8305
Feed-Forward Arbiter,Logistic regression Attack,140,2.8,0.831
Feed-Forward Arbiter,Logistic regression Attack,140,2.9,0.8305
