PUF_Type,Attack_Type,Temperature,Voltage,Accuracy
Arbiter PUF,Logistic Regression,90,2.2,0.9555
Arbiter PUF,Logistic Regression,90,2.3,0.955
Arbiter PUF,Logistic Regression,90,2.4,0.952
Arbiter PUF,Logistic Regression,90,2.5,0.9485
Arbiter PUF,Logistic Regression,90,2.6,0.9455
Arbiter PUF,Logistic Regression,90,2.7,0.941
Arbiter PUF,Logistic Regression,90,2.8,0.9355
Arbiter PUF,Logistic Regression,90,2.9,0.931
Arbiter PUF,Logistic Regression,100,0.8,0.9545
Arbiter PUF,Logistic Regression,100,0.9,0.957
Arbiter PUF,Logistic Regression,100,1.0,0.961
Arbiter PUF,Logistic Regression,100,1.1,0.9635
Arbiter PUF,Logistic Regression,100,1.2,0.9655
Arbiter PUF,Logistic Regression,100,1.3,0.967
Arbiter PUF,Logistic Regression,100,1.4,0.9685
Arbiter PUF,Logistic Regression,100,1.5,0.9695
Arbiter PUF,Logistic Regression,100,1.6,0.9685
Arbiter PUF,Logistic Regression,100,1.7,0.9665
Arbiter PUF,Logistic Regression,100,1.8,0.966
Arbiter PUF,Logistic Regression,100,1.9,0.965
Arbiter PUF,Logistic Regression,100,2.0,0.962
Arbiter PUF,Logistic Regression,100,2.1,0.96
Arbiter PUF,Logistic Regression,100,2.2,0.958
Arbiter PUF,Logistic Regression,100,2.3,0.9545
Arbiter PUF,Logistic Regression,100,2.4,0.9545
Arbiter PUF,Logistic Regression,100,2.5,0.951
Arbiter PUF,Logistic Regression,100,2.6,0.9485
Arbiter PUF,Logistic Regression,100,2.7,0.944
Arbiter PUF,Logistic Regression,100,2.8,0.941
Arbiter PUF,Logistic Regression,100,2.9,0.9355
Arbiter PUF,Logistic Regression,110,0.8,0.953
Arbiter PUF,Logistic Regression,110,0.9,0.956
Arbiter PUF,Logistic Regression,110,1.0,0.961
Arbiter PUF,Logistic Regression,110,1.1,0.961
Arbiter PUF,Logistic Regression,110,1.2,0.964
Arbiter PUF,Logistic Regression,110,1.3,0.9665
Arbiter PUF,Logistic Regression,110,1.4,0.968
Arbiter PUF,Logistic Regression,110,1.5,0.9695
Arbiter PUF,Logistic Regression,110,1.6,0.969
Arbiter PUF,Logistic Regression,110,1.7,0.969
Arbiter PUF,Logistic Regression,110,1.8,0.968
Arbiter PUF,Logistic Regression,110,1.9,0.966
Arbiter PUF,Logistic Regression,110,2.0,0.9635
Arbiter PUF,Logistic Regression,110,2.1,0.9615
Arbiter PUF,Logistic Regression,110,2.2,0.96
Arbiter PUF,Logistic Regression,110,2.3,0.9575
Arbiter PUF,Logistic Regression,110,2.4,0.955
Arbiter PUF,Logistic Regression,110,2.5,0.9545
Arbiter PUF,Logistic Regression,110,2.6,0.951
Arbiter PUF,Logistic Regression,110,2.7,0.9485
Arbiter PUF,Logistic Regression,110,2.8,0.944
Arbiter PUF,Logistic Regression,110,2.9,0.9405
Arbiter PUF,Logistic Regression,120,0.8,0.952
Arbiter PUF,Logistic Regression,120,0.9,0.955
Arbiter PUF,Logistic Regression,120,1.0,0.96
Arbiter PUF,Logistic Regression,120,1.1,0.961
Arbiter PUF,Logistic Regression,120,1.2,0.9635
Arbiter PUF,Logistic Regression,120,1.3,0.9655
Arbiter PUF,Logistic Regression,120,1.4,0.9675
Arbiter PUF,Logistic Regression,120,1.5,0.968
Arbiter PUF,Logistic Regression,120,1.6,0.9695
Arbiter PUF,Logistic Regression,120,1.7,0.968
Arbiter PUF,Logistic Regression,120,1.8,0.967
Arbiter PUF,Logistic Regression,120,1.9,0.9665
Arbiter PUF,Logistic Regression,120,2.0,0.964
Arbiter PUF,Logistic Regression,120,2.1,0.9625
Arbiter PUF,Logistic Regression,120,2.2,0.9615
Arbiter PUF,Logistic Regression,120,2.3,0.9595
Arbiter PUF,Logistic Regression,120,2.4,0.9565
Arbiter PUF,Logistic Regression,120,2.5,0.9545
Arbiter PUF,Logistic Regression,120,2.6,0.9535
Arbiter PUF,Logistic Regression,120,2.7,0.9495
Arbiter PUF,Logistic Regression,120,2.8,0.9475
Arbiter PUF,Logistic Regression,120,2.9,0.944
Arbiter PUF,Logistic Regression,130,0.8,0.9505
Arbiter PUF,Logistic Regression,130,0.9,0.9545
Arbiter PUF,Logistic Regression,130,1.0,0.958
Arbiter PUF,Logistic Regression,130,1.1,0.961
Arbiter PUF,Logistic Regression,130,1.2,0.963
Arbiter PUF,Logistic Regression,130,1.3,0.965
Arbiter PUF,Logistic Regression,130,1.4,0.967
Arbiter PUF,Logistic Regression,130,1.5,0.9675
Arbiter PUF,Logistic Regression,130,1.6,0.9695
Arbiter PUF,Logistic Regression,130,1.7,0.9685
Arbiter PUF,Logistic Regression,130,1.8,0.9695
Arbiter PUF,Logistic Regression,130,1.9,0.9675
Arbiter PUF,Logistic Regression,130,2.0,0.9665
Arbiter PUF,Logistic Regression,130,2.1,0.9645
Arbiter PUF,Logistic Regression,130,2.2,0.962
Arbiter PUF,Logistic Regression,130,2.3,0.9605
Arbiter PUF,Logistic Regression,130,2.4,0.959
Arbiter PUF,Logistic Regression,130,2.5,0.956
Arbiter PUF,Logistic Regression,130,2.6,0.9545
Arbiter PUF,Logistic Regression,130,2.7,0.953
Arbiter PUF,Logistic Regression,130,2.8,0.9495
Arbiter PUF,Logistic Regression,130,2.9,0.9465
