PUF_Type,Attack_Type,Temperature,Voltage,Accuracy
Interpose PUF,MLP Attack,40,2.8,0.8275
Interpose PUF,MLP Attack,40,2.9,0.819
Interpose PUF,MLP Attack,50,0.8,0.9455
Interpose PUF,MLP Attack,50,0.9,0.9465
Interpose PUF,MLP Attack,50,1.0,0.9435
Interpose PUF,MLP Attack,50,1.1,0.945
Interpose PUF,MLP Attack,50,1.2,0.943
Interpose PUF,MLP Attack,50,1.3,0.9415
Interpose PUF,MLP Attack,50,1.4,0.937
Interpose PUF,MLP Attack,50,1.5,0.934
Interpose PUF,MLP Attack,50,1.6,0.9295
Interpose PUF,MLP Attack,50,1.7,0.9225
Interpose PUF,MLP Attack,50,1.8,0.92
Interpose PUF,MLP Attack,50,1.9,0.9125
Interpose PUF,MLP Attack,50,2.0,0.9035
Interpose PUF,MLP Attack,50,2.1,0.8935
Interpose PUF,MLP Attack,50,2.2,0.886
Interpose PUF,MLP Attack,50,2.3,0.8745
Interpose PUF,MLP Attack,50,2.4,0.867
Interpose PUF,MLP Attack,50,2.5,0.855
Interpose PUF,MLP Attack,50,2.6,0.8485
Interpose PUF,MLP Attack,50,2.7,0.8445
Interpose PUF,MLP Attack,50,2.8,0.838
Interpose PUF,MLP Attack,50,2.9,0.828
Interpose PUF,MLP Attack,60,0.8,0.945
Interpose PUF,MLP Attack,60,0.9,0.9465
Interpose PUF,MLP Attack,60,1.0,0.9445
Interpose PUF,MLP Attack,60,1.1,0.944
Interpose PUF,MLP Attack,60,1.2,0.945
Interpose PUF,MLP Attack,60,1.3,0.9425
Interpose PUF,MLP Attack,60,1.4,0.941
Interpose PUF,MLP Attack,60,1.5,0.936
Interpose PUF,MLP Attack,60,1.6,0.934
Interpose PUF,MLP Attack,60,1.7,0.928
Interpose PUF,MLP Attack,60,1.8,0.9205
Interpose PUF,MLP Attack,60,1.9,0.9185
Interpose PUF,MLP Attack,60,2.0,0.9105
Interpose PUF,MLP Attack,60,2.1,0.9015
Interpose PUF,MLP Attack,60,2.2,0.892
Interpose PUF,MLP Attack,60,2.3,0.8855
Interpose PUF,MLP Attack,60,2.4,0.872
Interpose PUF,MLP Attack,60,2.5,0.867
Interpose PUF,MLP Attack,60,2.6,0.8545
Interpose PUF,MLP Attack,60,2.7,0.849
Interpose PUF,MLP Attack,60,2.8,0.8445
Interpose PUF,MLP Attack,60,2.9,0.8385
Interpose PUF,MLP Attack,70,0.8,0.9445
Interpose PUF,MLP Attack,70,0.9,0.945
Interpose PUF,MLP Attack,70,1.0,0.946
Interpose PUF,MLP Attack,70,1.1,0.944
Interpose PUF,MLP Attack,70,1.2,0.9445
Interpose PUF,MLP Attack,70,1.3,0.9425
Interpose PUF,MLP Attack,70,1.4,0.941
Interpose PUF,MLP Attack,70,1.5,0.9385
Interpose PUF,MLP Attack,70,1.6,0.9335
Interpose PUF,MLP Attack,70,1.7,0.9315
Interpose PUF,MLP Attack,70,1.8,0.926
Interpose PUF,MLP Attack,70,1.9,0.92
Interpose PUF,MLP Attack,70,2.0,0.9175
Interpose PUF,MLP Attack,70,2.1,0.908
Interpose PUF,MLP Attack,70,2.2,0.9015
Interpose PUF,MLP Attack,70,2.3,0.89
Interpose PUF,MLP Attack,70,2.4,0.883
Interpose PUF,MLP Attack,70,2.5,0.872
Interpose PUF,MLP Attack,70,2.6,0.866
Interpose PUF,MLP Attack,70,2.7,0.8545
Interpose PUF,MLP Attack,70,2.8,0.849
Interpose PUF,MLP Attack,70,2.9,0.845
